mol_id,smiles,homo,lumo,gap,h298,gap_eV
gdb_45086,O=C1CC2CC2C2NC12,-0.2289,-0.0133,0.2156,-401.931685,5.866774874635013
gdb_45167,O=C1NC2CC3C1N3C2,-0.2369,0.021,0.2579,-418.033688,7.017816512840305
gdb_45280,O=C1CC2NC3CNC123,-0.2118,-0.0254,0.1864,-417.941154,5.072202396252163
gdb_45308,O=C1CC2CC=CC2N1,-0.2339,0.0105,0.2444,-402.003972,6.6504627985194675
gdb_45356,O=C1OC2CNC(=O)C12,-0.264,-0.0137,0.2502,-473.881206,6.808288838746197
gdb_45365,O=C1CC2CCC(C1)O2,-0.2398,-0.0162,0.2236,-423.064306,6.084465964602916
gdb_45408,N=C1OC2CCC1C=C2,-0.247,-0.005,0.242,-401.972053,6.585155471529095
gdb_45453,N=C1OC2COC2C1=O,-0.2552,-0.083,0.1722,-473.806334,4.685800711559133
gdb_45490,O=C1NC2CCC3C2C13,-0.2354,0.0271,0.2625,-401.988481,7.14298888957185
gdb_45510,O=C1CC2CCN=C2O1,-0.275,-0.0155,0.2595,-437.938957,7.0613547308338855
gdb_45561,O=C1CC2COCC2C1,-0.2427,-0.0219,0.2208,-423.055859,6.00827408311415
gdb_45564,O=C1CC2OCCC2N1,-0.2383,0.0334,0.2717,-439.135151,7.393333643034939
gdb_45639,C#CCC1=NCC(=O)N1,-0.2487,-0.0136,0.2351,-416.814892,6.397396906431779
gdb_45666,O=C1NC=C2CC3C2C13,-0.2158,-0.0242,0.1916,-400.700779,5.2137016047313
gdb_45672,C1C=CN2C1=CCC2=O,-0.1974,-0.0067,0.1907,-400.798918,5.189211357109912
gdb_45721,O=C1CC(N=CN1)C#C,-0.2576,-0.0286,0.2289,-416.810038,6.228686311706653
gdb_45722,O=C1CC(N=CN1)C#N,-0.2805,-0.0461,0.2343,-432.916575,6.375627797434988
gdb_45833,N=C1CC=CCC(=O)N1,-0.2457,-0.0206,0.2251,-418.043307,6.125283043971899
gdb_45853,C1CC12CC=CCC2=O,-0.2359,-0.012,0.2239,-385.906939,6.092629380476713
gdb_45953,N=C1OCC(=O)C1C#N,-0.2866,-0.07,0.2166,-452.76935,5.893986260881
gdb_45958,N=C1COC(=O)C2CN12,-0.258,-0.0212,0.2367,-453.939436,6.440935124425359
gdb_45970,O=C1CNC(=O)C2CN12,-0.2549,-0.0187,0.2362,-453.968355,6.427329431302365
gdb_46016,C#CC1=NCC(=O)CN1,-0.2353,-0.0304,0.2048,-416.78711,5.572891903178342
gdb_46031,O=C1OCC(C#C)C1=O,-0.2587,-0.0915,0.1673,-456.559649,4.552464918953793
gdb_46037,N=C1CCC(O1)C1CN1,-0.2506,0.0217,0.2722,-419.193696,7.406939336157933
gdb_46144,O=C1CCC(CN1)C#N,-0.2543,0.0099,0.2641,-418.063272,7.18652710756543
gdb_46175,C#CC1(C(=O)CN1)C#C,-0.2482,-0.0419,0.2064,-399.446143,5.616430121171923
gdb_46205,N=C1OCC11C2COC12,-0.2417,0.0199,0.2616,-437.814733,7.118498641950461
gdb_46210,O=C1CNC11C2COC12,-0.2253,-0.0278,0.1975,-437.807684,5.3742487835826305
gdb_46237,O=C1NCC11CC1C#C,-0.2431,0.0197,0.2628,-400.708178,7.151152305445645
gdb_46260,O=C1CCC11OC2CC12,-0.2345,-0.0337,0.2008,-421.775867,5.46404635819439
gdb_46275,O=C1OCC11CC2CN12,-0.2561,-0.0081,0.248,-437.848523,6.748423789005024
gdb_46293,O=C1OCC11CN=CN1,-0.2392,-0.0107,0.2284,-453.964269,6.2150806185836585
gdb_46329,O=C1NCC11CCCO1,-0.2297,0.0294,0.2591,-439.103488,7.05047017633549
gdb_46356,O=C1CCC1N1CCC1,-0.2158,-0.0197,0.196,-403.116861,5.333431704213648
gdb_46404,N=C1OCC1NCC#C,-0.2434,0.019,0.2624,-417.93905,7.140267750947252
gdb_46544,C1CC2(C1)CCC(=O)N2,-0.2358,0.0356,0.2714,-403.186146,7.385170227161142
gdb_46577,O=C1OCC23CN(C2)C13,-0.2429,-0.0094,0.2335,-437.798899,6.353858688438198
gdb_46666,O=C1CCC2C3CC12O3,-0.2408,-0.0327,0.2081,-421.742276,5.662689477790103
gdb_46746,O=C1COC2C3NC3C12,-0.229,-0.0223,0.2068,-437.837699,5.627314675670318
gdb_46751,O=C1NCC2C3CN3C12,-0.2394,0.0152,0.2546,-417.985975,6.928018938228544
gdb_46789,O=C1CCC2CC(C2)C1,-0.2346,-0.0101,0.2245,-387.106433,6.108956212224306
gdb_46859,N=C1OCC2NC2C1=O,-0.2549,-0.0596,0.1953,-453.926497,5.314383733841456
gdb_46910,O=C1CCC2NC2CN1,-0.2369,0.0305,0.2674,-419.212949,7.276324682177192
gdb_46931,N=C1COC2CC3C2N13,-0.2484,0.001,0.2494,-417.953068,6.786519729749407
gdb_46990,O=C1CCC2COC1O2,-0.2312,-0.023,0.2082,-458.98338,5.665410616414701
gdb_46998,O=C1NCC2CC1CO2,-0.2413,0.0312,0.2725,-439.128927,7.41510275203173
gdb_47009,O=C1OCC2COC1C2,-0.2469,0.0049,0.2519,-458.995094,6.854548195364377
gdb_47042,O=C1CC2COC2CO1,-0.2617,0.0076,0.2692,-458.973146,7.32530517741997
gdb_47064,O=C1NCC2CCC2O1,-0.2531,0.0463,0.2994,-439.117606,8.147089042048806
gdb_47107,O=C1NCC2OCCC12,-0.2434,0.0286,0.2721,-439.133434,7.404218197533335
gdb_47131,C1CN=C(OC1=O)C#N,-0.3045,-0.0795,0.2251,-452.786506,6.125283043971899
gdb_47192,C1CC(=O)CC(=O)C=C1,-0.2427,-0.0637,0.179,-421.863878,4.870838138031852
gdb_47210,O=C1OCC=CC11CO1,-0.2617,-0.0185,0.2432,-457.76623,6.617809135024281
gdb_47350,N=C1COCC(N1)C#C,-0.2337,0.0156,0.2493,-417.963377,6.783798591124808
gdb_47379,O=C1CNCC(O1)C#N,-0.2494,-0.0143,0.2351,-453.966541,6.397396906431779
gdb_47396,N=C1OCOC11CCC1,-0.2644,0.02,0.2843,-439.08334,7.7361971097343885
gdb_47474,O=C1OCCC1CC#C,-0.2568,0.0089,0.2656,-421.827951,7.227344186934412
gdb_47581,N=C1OCCC2COC12,-0.2526,0.0033,0.2558,-439.066257,6.960672601723731
gdb_47614,O=C1OCOC2CCC12,-0.2672,0.0045,0.2717,-458.979059,7.393333643034939
gdb_47634,C1CNC=CC(=O)C1=O,-0.2228,-0.0674,0.1554,-437.911659,4.228649422626535
gdb_47657,C1CC=CCOC(=O)C1,-0.249,0.0065,0.2555,-423.05096,6.952509185849934
gdb_47769,O=C1CCOCC1C#N,-0.2679,-0.0472,0.2208,-437.908876,6.00827408311415
gdb_47858,C1CC=CNC(=O)NC1,-0.221,0.0019,0.2229,-419.234103,6.0654179942307245
gdb_47938,C1COCOC(=O)CO1,-0.2559,-0.0073,0.2486,-496.093155,6.764750620752616
gdb_47939,C1COCOCC(=O)N1,-0.2389,0.0149,0.2538,-476.226075,6.906249829231755
gdb_47954,C1CC1C(=O)C#CC=O,-0.2758,-0.0802,0.1956,-420.592313,5.322547149715253
gdb_48057,C#CCC(=O)C(=O)C=O,-0.2525,-0.1218,0.1307,-456.530368,3.5565281823506316
gdb_48094,N=C(C=O)N1CC(=O)C1,-0.2485,-0.0705,0.178,-453.937556,4.843626751785863
gdb_48104,O=CC(=O)C1NC1C#C,-0.2414,-0.0809,0.1605,-436.613673,4.367427492481074
gdb_48123,N=C(C=O)N1CCC1=O,-0.2652,-0.0736,0.1917,-453.960579,5.2164227433559
gdb_48130,O=CC(=O)C1CCC=C1,-0.2378,-0.0945,0.1433,-421.846823,3.8993916490500804
gdb_48153,C1CC(C1)NC(=N)C=O,-0.2323,-0.0678,0.1645,-419.197718,4.476273037465026
gdb_48199,O=CC(C#C)C1COC1,-0.2516,-0.0409,0.2108,-421.758641,5.73616022065427
gdb_48229,C(=N)N(C=O)C(=N)C#N,-0.2818,-0.0836,0.1982,-448.939497,5.393296753954821
gdb_48231,C(=N)N(C=O)C(=O)C#N,-0.2927,-0.0998,0.1929,-468.832439,5.249076406851085
gdb_48258,C(C#N)N(CC#N)C=N,-0.2647,-0.0093,0.2554,-412.990652,6.9497880472253355
gdb_48286,O=CN(CC1CO1)C=O,-0.2518,-0.0374,0.2143,-475.017436,5.831400072515228
gdb_48384,O=CC1(NC1C#C)C=O,-0.2623,-0.0636,0.1987,-436.627276,5.406902447077815
gdb_48431,C1CC1(C=O)OCC#N,-0.2632,-0.0374,0.2258,-437.867406,6.144331014344091
gdb_48468,O=CC1(CNC=N1)C#C,-0.2321,-0.0329,0.1992,-416.773958,5.420508140200809
gdb_48720,O=CC12CC3OC3C1N2,-0.2484,-0.0303,0.2181,-437.851032,5.9348033402499825
gdb_48737,O=CC12CC1N1CCC21,-0.2282,-0.0238,0.2044,-401.879562,5.562007348679947
gdb_48766,O=CC12CC1NC(=O)O2,-0.2656,-0.0487,0.2169,-473.852847,5.902149676754798
gdb_48800,O=CC12OC1CC21CO1,-0.2569,-0.0486,0.2083,-457.687265,5.6681317550393
gdb_48848,O=CC12CC1OCOC2,-0.2562,-0.029,0.2272,-458.944963,6.182426955088474
gdb_48907,O=CC12CN3C1C2C3=O,-0.2569,-0.0572,0.1997,-436.628748,5.434113833323803
gdb_48937,O=CC12CC3N=CN1C23,-0.2594,-0.0519,0.2076,-416.762785,5.649083784667109
gdb_48986,O=CC12CCC(CC1)C2,-0.2452,-0.0177,0.2275,-387.121257,6.19059037096227
gdb_48998,O=CC12COC1=NCC2,-0.2571,-0.0452,0.2118,-437.857977,5.763371606900258
gdb_49015,O=CC12CCC1C1CN21,-0.2344,-0.0318,0.2025,-401.876086,5.51030571481257
gdb_49051,O=CC12COC1CC2=O,-0.2565,-0.0547,0.2019,-457.735583,5.493978883064977
gdb_49082,O=CC12NCC3C1NC23,-0.2256,-0.0262,0.1994,-417.930742,5.425950417450006
gdb_49107,O=CC1=C2CC3C(C1)C23,-0.2288,-0.0808,0.148,-384.5971,4.027285164406224
gdb_49159,O=CC1=CC2C3CN2C13,-0.2324,-0.0721,0.1603,-400.668258,4.3619852152318765
gdb_49166,O=CC1=CC2NC1C2=O,-0.2578,-0.0785,0.1793,-436.655518,4.879001553905648
gdb_49167,O=CC1=CC2OC1C2=O,-0.2693,-0.0839,0.1854,-456.532018,5.044991010006175
gdb_49189,O=CC1=CC2CCC1C2,-0.2457,-0.0544,0.1913,-385.913503,5.2055381888575045
gdb_49192,O=CC1=CC2COC1O2,-0.2577,-0.073,0.1846,-457.751335,5.023221901009384
gdb_49219,O=CC1=CNC(C1)C#C,-0.2163,-0.035,0.1813,-400.727182,4.933424326397624
gdb_49223,O=CC1=NCC(O1)C#C,-0.271,-0.0799,0.1912,-436.650622,5.202817050232905
gdb_49250,C1C=CC=CC(=C1)C=O,-0.2316,-0.0556,0.176,-384.717286,4.789203979293887
gdb_49262,C1C=C(CC(=O)O1)C=O,-0.2647,-0.0735,0.1912,-457.808732,5.202817050232905
gdb_49283,O=CC1=CCCC2NC12,-0.2405,-0.0517,0.1888,-401.943093,5.137509723242534
gdb_49335,N=C1COC(=O)N1C=O,-0.287,-0.0546,0.2324,-489.940885,6.323926163567611
gdb_49347,N=CN1C(=O)COC1=O,-0.2811,-0.0448,0.2363,-489.948756,6.430050569926965
gdb_49411,O=CN1C2C3C4C3C1C24,-0.239,0.0146,0.2535,-400.676871,6.898086413357958
gdb_49426,O=CC1C2CC3C(C2)N13,-0.2514,-0.0267,0.2247,-401.94431,6.114398489473504
gdb_49435,O=CC1C2C3CCC1C23,-0.2374,-0.0189,0.2185,-385.871809,5.945687894748378
gdb_49443,O=CN1C2C3OCC1C23,-0.228,0.0164,0.2444,-437.85167,6.6504627985194675
gdb_49487,O=CC1C2OC(C=O)C12,-0.2423,-0.0468,0.1955,-457.710052,5.319826011090654
gdb_49521,O=CN1C2CC1C1NC21,-0.2294,0.0357,0.2651,-417.951346,7.213738493811419
gdb_49540,O=CC1C2OC1C2C#N,-0.259,-0.049,0.2099,-436.615014,5.7116699730328815
gdb_49543,O=CC1C2CC1C2C=O,-0.2498,-0.0406,0.2092,-421.772765,5.6926220026606895
gdb_49552,O=CC1C2CC1CCC2,-0.2407,-0.0174,0.2233,-387.092917,6.07630254872912
gdb_49569,O=CC1C2OC2C11CN1,-0.2479,-0.0325,0.2155,-437.803153,5.864053736010414
gdb_49612,O=CC1C2CC2OC1=O,-0.2647,-0.0394,0.2253,-457.786443,6.130725321221096
gdb_49626,O=CN1C2CC3(CN3)C12,-0.241,0.0027,0.2436,-417.935046,6.6286936895226765
gdb_49699,O=C[C-]1C2C[NH2+]C12C=O,-0.2407,-0.1111,0.1296,-437.823245,3.5265956574800446
gdb_49706,O=CC1C2CCC1C=C2,-0.2384,-0.0256,0.2129,-385.899367,5.793304131770845
gdb_49724,O=CN1C2CCC2C1=O,-0.2552,-0.0377,0.2175,-437.901521,5.91847650850239
gdb_49777,O=CC1N=CNC1C#N,-0.2542,-0.0429,0.2113,-432.876266,5.749765913777264
gdb_49859,O=CC1NC(=O)C2NC12,-0.2437,-0.0363,0.2075,-453.950331,5.646362646042509
gdb_49862,O=CC1OC(=O)C2CC12,-0.2628,-0.0413,0.2215,-457.787642,6.027322053486341
gdb_49878,N=C1OC(=O)CC1C=O,-0.2778,-0.05,0.2279,-473.87855,6.201474925460665
gdb_49885,N=CN1CC(=O)NC1=O,-0.2623,-0.0245,0.2378,-470.075894,6.470867649295946
gdb_49952,O=CC1OC1(C#C)C#N,-0.2846,-0.0766,0.208,-435.418918,5.659968339165504
gdb_49972,O=CC1CC11C2CC1C2,-0.2429,-0.0133,0.2296,-385.822306,6.247734282078844
gdb_49980,O=CN1CC11C2CC1C2,-0.2486,0.0037,0.2523,-401.875351,6.865432749862773
gdb_50043,O=CC1NC11CCOC1,-0.2509,-0.0314,0.2195,-439.057392,5.9728992809943655
gdb_50068,O=CC1CC1C(=O)C=O,-0.2517,-0.109,0.1427,-457.766206,3.883064817302487
gdb_50110,O=CC1NC1CCC#C,-0.252,-0.0307,0.2213,-401.885485,6.021879776237144
gdb_50126,O=CC1OC2(CC12)C#C,-0.2425,-0.0377,0.2048,-420.537931,5.572891903178342
gdb_50282,O=CC1CC2NC12C=O,-0.2417,-0.0494,0.1923,-437.846487,5.232749575103492
gdb_50301,N=C1C2OC2CN1C=O,-0.256,-0.0325,0.2235,-453.95104,6.081744825978318
gdb_50333,O=CN1CC2CC3C2C13,-0.2257,0.0328,0.2585,-401.940968,7.034143344587898
gdb_50405,O=CC1CC=CC(=O)N1,-0.2475,-0.0446,0.2029,-437.930531,5.5211902693109645
gdb_50438,N=CN1CC=CNC1=O,-0.2219,-0.0118,0.2102,-434.098499,5.719833388906677
gdb_50451,N=CN1CCC(=O)C1=N,-0.2401,-0.0709,0.1692,-434.085434,4.6041665528211695
gdb_50536,O=CC1OCC1C1CO1,-0.2452,-0.0328,0.2123,-458.906181,5.776977300023252
gdb_50564,O=CC1CCC2CC1O2,-0.2379,-0.0194,0.2185,-423.017697,5.945687894748378
gdb_50575,O=CC1CC2OC2CO1,-0.2597,-0.0334,0.2263,-458.941764,6.157936707467084
gdb_50736,O=C[C-]1CC[NH2+]CC1=O,-0.172,-0.0109,0.1612,-439.046028,4.386475462853266
gdb_50919,O=CNC(C#C)C1CC1,-0.2529,0.0201,0.2729,-401.911683,7.425987306530124
gdb_50927,O=COC(C#C)C1CO1,-0.2812,-0.0087,0.2725,-457.700143,7.41510275203173
gdb_51061,O=CNC12C3C4C3C1C24,-0.2305,0.0211,0.2516,-400.646328,6.84638477949058
gdb_51154,O=CNC12CC1CC2=O,-0.245,-0.0188,0.2262,-437.889919,6.155215568842486
gdb_51232,N=COC12CCC1CC2,-0.2506,0.0234,0.274,-403.111607,7.4559198314007125
gdb_51250,C1CC(=O)C=C1NC=O,-0.2324,-0.0498,0.1826,-437.949858,4.968799128517409
gdb_51314,C1CCC(=CC1)NC=O,-0.2129,0.0022,0.215,-403.19242,5.85044804288742
gdb_51332,O=CCC1C2CC3C2N13,-0.2386,-0.0184,0.2202,-401.875479,5.9919472513665575
gdb_51348,O=CCC1C2C3OC2C13,-0.2424,-0.027,0.2154,-421.722051,5.8613325973858155
gdb_51360,N=COC1C2C3NC3C12,-0.2163,0.0418,0.2581,-417.885164,7.0232587900895025
gdb_51417,O=CNC1C2C=CC1N2,-0.2413,-0.0096,0.2318,-417.965686,6.307599331820018
gdb_51447,O=CNC1C2CC2C1=O,-0.244,-0.0265,0.2175,-437.886377,5.91847650850239
gdb_51499,N=COC1C=CCC1=O,-0.244,-0.0422,0.2018,-437.892989,5.491257744440379
gdb_51618,C1C2(N1)CN(C2)CC=O,-0.2285,-0.0269,0.2016,-419.140481,5.4858154671911805
gdb_51660,N=COC1CC2COC12,-0.2455,0.0267,0.2722,-439.027495,7.406939336157933
gdb_51688,N=C1CCC(OC=O)O1,-0.2805,-0.008,0.2725,-475.063107,7.41510275203173
gdb_51727,N=COC1CCC11CO1,-0.2535,0.0221,0.2756,-439.036203,7.499458049394293
gdb_51748,N=COC1COC1C#C,-0.2632,0.0032,0.2663,-437.802511,7.2463921573066035
gdb_51756,O=CCC1OCC1C#C,-0.2469,-0.0248,0.2222,-421.766186,6.046370023858533
gdb_51846,C1CN(C(=O)N1)CC=O,-0.2362,-0.0317,0.2045,-455.188279,5.564728487304546
gdb_51877,O=CCC1CCCCO1,-0.2392,-0.0164,0.2228,-424.242416,6.062696855606126
gdb_52017,C#CC(C#C)OCC=O,-0.261,-0.0316,0.2294,-420.522721,6.242292004829647
gdb_52114,O=CCOC12CC1OC2,-0.2439,-0.0352,0.2086,-458.889954,5.676295170913097
gdb_52120,O=CNCC12CN1CC2,-0.2401,0.03,0.2701,-419.177747,7.349795425041359
gdb_52176,C1C(CC1=O)CCC=O,-0.2479,-0.0286,0.2192,-423.035365,5.96473586512057
gdb_52217,N=COCC1CN1C=O,-0.2603,-0.0122,0.2481,-455.116006,6.751144927629622
gdb_52227,O=CNCC1CN1C=O,-0.256,-0.0085,0.2476,-455.146653,6.737539234506628
gdb_52235,N=COCC1CC2NC12,-0.2373,0.0295,0.2668,-419.140924,7.259997850429597
gdb_52238,O=CCCC1CC2CC12,-0.2454,-0.0179,0.2275,-387.060385,6.19059037096227
gdb_52267,O=COCC1CN=CO1,-0.2658,0.0015,0.2673,-475.04288,7.273603543552592
gdb_52278,N=COCC1OCC1=O,-0.2604,-0.0494,0.211,-474.992266,5.741602497903467
gdb_52374,C#CC(=O)COCC=O,-0.2618,-0.0675,0.1943,-457.712368,5.287172347595468
gdb_52433,C#CCOCCCC=O,-0.2538,-0.0238,0.23,-422.973241,6.25861883657724
gdb_52444,C#CCCCCOC=O,-0.2689,0.0066,0.2754,-423.006373,7.494015772145095
gdb_52467,CC#CC#CC(=O)C#C,-0.2535,-0.0912,0.1622,-382.209628,4.413686849099253
gdb_52469,CC#CC#CC(=O)C=O,-0.2599,-0.1108,0.1492,-419.385729,4.0599388279014095
gdb_52472,CC#CC#CC(C)C#C,-0.2316,-0.0069,0.2247,-347.468542,6.114398489473504
gdb_52503,CC#CC#CCOC=N,-0.2429,-0.0258,0.2171,-400.685533,5.907591954003994
gdb_52535,CC#CC(=O)N1CCC1,-0.235,-0.0133,0.2217,-401.928133,6.03276433073554
gdb_52553,CC#CC(=N)OC1CC1,-0.2508,-0.0138,0.237,-401.897782,6.449098540299156
gdb_52649,CC#CC(C)C(C)(C)C,-0.2404,0.0598,0.3002,-352.337312,8.168858151045598
gdb_52663,CC#CC(O)C(N)C#N,-0.2655,0.0188,0.2843,-417.973133,7.7361971097343885
gdb_52725,CC#CC(C)CNC=O,-0.2436,0.0292,0.2728,-403.145884,7.423266167905526
gdb_52752,CC#CC(NC=O)C#C,-0.252,0.0185,0.2705,-400.694123,7.360679979539754
gdb_52817,CC#CC1(O)CC2OC12,-0.2385,0.0368,0.2753,-421.743221,7.4912946335204955
gdb_52824,CC#CC1(C)COC1=N,-0.2508,0.0218,0.2726,-401.915599,7.4178238906563285
gdb_52869,CC#CC1(CO1)C(N)=O,-0.2437,0.0064,0.2501,-437.860266,6.805567700121598
gdb_52890,CC#CC1(CN1C)C#C,-0.2251,0.0204,0.2456,-364.707354,6.683116462014653
gdb_52936,CC#CC12CC(O1)C2C,-0.2326,0.0245,0.2571,-385.79393,6.996047403843514
gdb_52939,CC#CC12CC(C1)C=C2,-0.224,0.0138,0.2379,-348.691111,6.473588787920545
gdb_53023,CC#CC12CC3C1CN23,-0.2271,0.0295,0.2565,-364.68205,6.979720572095922
gdb_53067,CC#CC1=NC2CC2O1,-0.2337,-0.0238,0.2099,-400.712356,5.7116699730328815
gdb_53196,CC#CC1C=CC2CN12,-0.2217,0.0093,0.231,-364.752346,6.285830222823228
gdb_53236,CC#CC1OC(C)C1C,-0.2392,0.0334,0.2725,-387.046367,7.41510275203173
gdb_53249,CC#CC1CC1(C)C#C,-0.2267,0.0313,0.258,-348.681637,7.020537651464904
gdb_53275,CC#CC1CN1C(N)=O,-0.2357,0.0331,0.2688,-417.981574,7.314420622921574
gdb_53346,CC#CC1OC2COC12,-0.2381,0.022,0.26,-421.740008,7.07496042395688
gdb_53389,CC#CC1CCC11CN1,-0.2331,0.0451,0.2781,-365.943131,7.5674865150092625
gdb_53467,CC#CCC(=O)C(=O)N,-0.2386,-0.065,0.1736,-437.901667,4.723896652303517
gdb_53489,CC#CCC(C)(O)C#N,-0.2604,0.0152,0.2756,-401.928799,7.499458049394293
gdb_53529,CC#CCC1(C)CN1C,-0.2203,0.0562,0.2765,-367.152876,7.523948297015682
gdb_53534,CC#CCC1(CCC1)C,-0.2409,0.0573,0.2982,-351.120724,8.114435378553623
gdb_53553,CC#CCC12CC1OC2,-0.2298,0.0518,0.2817,-385.8092,7.66544750549482
gdb_53616,CC#CCC1COC=N1,-0.2384,0.0211,0.2595,-401.92879,7.0613547308338855
gdb_53631,CC#CCCC(=O)C#C,-0.2458,-0.0592,0.1866,-384.637979,5.07764467350136
gdb_53640,CC#CCNC(=N)C=O,-0.2395,-0.0688,0.1707,-417.980052,4.644983632190151
gdb_53651,CC#CCCC(O)C#N,-0.253,0.009,0.262,-401.924688,7.129383196448856
gdb_53842,C1CN1CC(=O)C(=O)N,-0.2374,-0.0635,0.174,-455.144144,4.7347812068019115
gdb_53895,CC(=O)C(C#N)C(N)=O,-0.2704,-0.0594,0.211,-453.997822,5.741602497903467
gdb_53897,NC(=[NH2+])[C-](C#N)C(N)=O,-0.2167,-0.0095,0.2072,-450.198413,5.638199230168714
gdb_54111,OC1(C2CC1[NH2+]2)C([O-])=O,-0.2712,0.0026,0.2737,-474.983812,7.447756415526915
gdb_54123,[NH3+]C1(C2CCC12)C([O-])=O,-0.2448,0.0229,0.2677,-439.082344,7.284488098050987
gdb_54140,CC(=O)C1(C)NC1(C)C,-0.2296,-0.0109,0.2187,-404.34596,5.951130171997575
gdb_54227,CC(=O)C1(O)COC1=O,-0.2651,-0.0499,0.2152,-494.922555,5.855890320136617
gdb_54268,CC1(COCO1)C(N)=O,-0.2402,0.0294,0.2696,-476.250502,7.336189731918365
gdb_54288,NC(=O)C1(CC#N)CO1,-0.2651,-0.0028,0.2623,-453.960817,7.137546612322652
gdb_54318,NC(=O)C1(CN1)C1CO1,-0.2517,0.0125,0.2642,-455.11488,7.189248246190029
gdb_54402,CC(=O)C12CC(C1)CO2,-0.2443,-0.0183,0.226,-423.016813,6.149773291593288
gdb_54415,CC(=O)C12CC1(C)OC2,-0.2387,-0.0177,0.221,-423.00599,6.013716360363348
gdb_54465,NC(=O)C12CC1C1OC21,-0.2399,0.0123,0.2523,-437.829076,6.865432749862773
gdb_54496,NC(=O)C12CC1NC2=O,-0.2502,-0.007,0.2432,-453.96683,6.617809135024281
gdb_54513,NC(=O)C12NC1CC=C2,-0.2391,-0.0019,0.2372,-418.01952,6.454540817548353
gdb_54618,NC(=[NH2+])C1=CC(=O)[CH-]N1,-0.1408,-0.0577,0.083,-434.05619,2.258545058417004
gdb_54651,C1C=C(NC1=O)C(=O)N,-0.2317,-0.044,0.1877,-454.015987,5.107577198371947
gdb_54663,CC(=O)C1=NCC2CN12,-0.2468,-0.0637,0.1831,-417.999009,4.982404821640403
gdb_54677,C1C=C(C(=O)O1)C(=O)N,-0.2585,-0.0685,0.1899,-473.902613,5.1674422481131215
gdb_54691,[O-]C(=O)C1=CCC[NH2+]C1,-0.1666,-0.0233,0.1433,-439.054265,3.8993916490500804
gdb_54766,CC12C[NH+](C1)C2C([O-])=O,-0.194,0.0139,0.2079,-439.00405,5.657247200540905
gdb_54772,CC(=O)C1C2NC1C2=O,-0.2507,-0.0246,0.2261,-437.830929,6.152494430217886
gdb_54834,CC12C[NH2+]C1C2C([O-])=O,-0.2382,0.0245,0.2627,-439.072203,7.148431166821047
gdb_54836,CC12[NH2+]CC1C2C([O-])=O,-0.238,0.0247,0.2627,-439.074536,7.148431166821047
gdb_54857,NC(=O)N1C2COCC12,-0.2449,0.0452,0.2902,-455.148955,7.896744288585718
gdb_54858,[O-]C(=O)C1C2CC[NH2+]C12,-0.241,0.0247,0.2657,-439.101442,7.2300653255590115
gdb_54859,[O-]C(=O)C1C2C[NH2+]CC12,-0.2359,0.0293,0.2652,-439.10589,7.216459632436017
gdb_54908,CC(=O)N1CC(C1)(C)C,-0.2313,0.0371,0.2684,-404.369993,7.303536068423179
gdb_54968,CC(=O)C1NC1(C)C=O,-0.2506,-0.0576,0.193,-439.083597,5.251797545475684
gdb_54981,CC(=O)C1OC11CCC1,-0.2458,-0.0249,0.2209,-423.008369,6.0109952217387494
gdb_55015,NC(=O)C1OC1C(N)=O,-0.2578,0.0,0.2578,-491.110367,7.015095374215705
gdb_55036,NC(=O)C1OC1C1CC1,-0.2507,0.0085,0.2592,-439.070172,7.053191314960089
gdb_55055,NC(=O)C1CN1CC#C,-0.2314,0.0071,0.2385,-417.958046,6.489915619668137
gdb_55059,NC(=O)C1OC1CC#C,-0.2543,0.0061,0.2604,-437.852117,7.085844978455276
gdb_55184,NC(=O)C1OC2COC12,-0.242,0.0049,0.2469,-474.991908,6.718491264134437
gdb_55337,[O-]C(=O)C1[NH2+]CC1C#C,-0.2507,0.0087,0.2594,-437.851622,7.058633592209287
gdb_55368,NC(=O)C1OCC2CC12,-0.2374,0.0362,0.2736,-439.104555,7.445035276902317
gdb_55521,C(=O)(C(=O)NC(=N)N)N,-0.2343,-0.0584,0.1759,-487.337817,4.786482840669289
gdb_55595,C(C=O)C(=O)NC(=N)N,-0.2369,-0.043,0.1939,-471.245991,5.276287793097072
gdb_55632,CC(=O)CC(C)(O)C#C,-0.2541,-0.0273,0.2268,-423.007121,6.171542400590078
gdb_55654,CC(C)(C=O)NC(=O)N,-0.2547,-0.034,0.2207,-456.38562,6.005552944489551
gdb_55701,NC1(CC([O-])=O)C[NH2+]C1,-0.1658,-0.0066,0.1592,-456.28468,4.33205269036129
gdb_55729,CC(=O)CC1(CO1)C=O,-0.254,-0.0308,0.2232,-458.959242,6.073581410104522
gdb_55739,CC(=O)CC12CC(C1)C2,-0.242,-0.0103,0.2317,-387.057701,6.304878193195419
gdb_55746,NC(=O)CC12CC(C1)C2,-0.2444,0.0325,0.2769,-403.129036,7.534832851514077
gdb_55830,[O-]C(=O)CC1C2C[NH2+]C12,-0.2352,0.0349,0.2702,-439.05864,7.352516563665957
gdb_55889,NC(=O)CN1CC1C#C,-0.2359,0.0219,0.2578,-417.962463,7.015095374215705
gdb_55897,CC(=O)CC1CN1C=O,-0.2488,-0.0233,0.2255,-439.090639,6.136167598470294
gdb_55914,CC(=N)OC1CN2CC12,-0.2483,0.0272,0.2755,-419.155225,7.496736910769695
